,loss,accuracy,precision,recall,Specificity,F1score,true_positive,true_negative,false_positive,false_negative
0,3.347175121307373,0.4883720874786377,0.4883720874786377,0.4883720874786377,0.7441860465116279,0.4883720874786377,21.0,64.0,22.0,22.0
