,loss,accuracy,precision,recall,Specificity,F1score,true_positive,true_negative,false_positive,false_negative
0,1.0550826787948608,0.4651162922382355,0.44999998807907104,0.20930232107639313,0.872093023255814,0.2857142791140737,9.0,75.0,11.0,34.0
