,loss,accuracy,precision,recall,Specificity,F1score,true_positive,true_negative,false_positive,false_negative
0,1.3267720937728882,0.3488371968269348,0.3529411852359772,0.27906978130340576,0.7441860465116279,0.3116883237519942,12.0,64.0,22.0,31.0
