,loss,accuracy,precision,recall,Specificity,F1score,true_positive,true_negative,false_positive,false_negative
0,3.5791285037994385,0.41860464215278625,0.4285714328289032,0.41860464215278625,0.7209302325581395,0.423529409232024,18.0,62.0,24.0,25.0
