,loss,accuracy,precision,recall,Specificity,F1score,true_positive,true_negative,false_positive,false_negative
0,2.0441699028015137,0.41860464215278625,0.4615384638309479,0.41860464215278625,0.7558139534883721,0.43902438632581003,18.0,65.0,21.0,25.0
