,loss,accuracy,precision,recall,Specificity,F1score,true_positive,true_negative,false_positive,false_negative
0,1.3518248796463013,0.39534884691238403,0.3947368562221527,0.3488371968269348,0.7325581395348837,0.3703703695527479,15.0,63.0,23.0,28.0
